id;cidade;id_estado;latitude;longitude;cod_ibge;cod_ddd;area_km
1172;Espera Feliz;11;-20.64377000;-41.91350000;3124203;32;317.64
1173;Caiana;11;-20.69610000;-41.92356000;3110103;32;106.47
1174;Caparaó;11;-20.52409000;-41.90594000;3112109;32;130.69
1175;Faria Lemos;11;-20.80627000;-42.01322000;3125309;32;165.22
1176;Tombos;11;-21.45557000;-45.66805000;3169208;32;285.13
1177;Pedra Dourada;11;-20.82945000;-42.15409000;3149002;32;69.99
1411;Uberlândia;11;-18.89031000;-48.27895000;3170206;34;4115.21
1178;Antônio Prado de Minas;11;-21.01968000;-42.11083000;3103108;32;83.80
1179;Eugenópolis;11;-21.09627000;-42.18205000;3124906;32;309.40
1180;Patrocínio do Muriaé;11;-21.15296000;-42.21438000;3148202;32;108.50
1181;Barão de Monte Alto;11;-21.24629000;-42.23947000;3105509;32;198.31
1182;Rosário da Limeira;11;-20.97896000;-42.51312000;3156452;32;111.16
1183;Muriaé;11;-21.25536000;-46.57985000;3143906;32;108.25
1184;Miradouro;11;-20.88959000;-42.34251000;3142106;32;301.67
1185;Vieiras;11;-20.86524000;-42.24277000;3171402;32;112.69
1186;Manhuaçu;11;-19.94120000;-44.10805000;3139409;33;143.10
1187;Santa Margarida;11;-20.38435000;-42.25091000;3157906;31;255.73
1188;São João do Manhuaçu;11;-20.39367000;-42.15073000;3162559;33;143.10
1189;Reduto;11;-19.39387000;-41.22601000;3154150;33;151.86
1190;Luisburgo;11;-20.43788000;-42.10214000;3138674;33;145.42
1191;Caputira;11;-20.17307000;-42.26866000;3112901;31;187.70
1192;Simonésia;11;-20.12049000;-42.00187000;3167608;33;486.54
1193;Santana do Manhuaçu;11;-20.10324000;-41.92679000;3158904;33;347.36
1194;Conceição de Ipanema;11;-19.92971000;-41.69166000;3117405;33;253.94
1195;Ipanema;11;-19.80041000;-41.71292000;3131208;33;456.64
1196;Taparuba;11;-19.76518000;-41.61401000;3168051;33;193.08
1197;Mutum;11;-19.70509000;-41.47062000;3144003;33;1250.82
1198;Pocrane;11;-19.59509000;-41.46121000;3151909;33;691.07
1199;Manhumirim;11;-20.36095000;-41.96138000;3139508;33;182.90
1200;Martins Soares;11;-20.26037000;-41.87746000;3140530;33;113.27
1201;Durandé;11;-19.78425000;-44.08090000;3123528;33;217.46
1202;Alto Jequitibá;11;-20.43048000;-41.95962000;3153509;33;152.27
1203;Alto Caparaó;11;-20.43464000;-41.86813000;3102050;32;103.69
1204;Lajinha;11;-20.47663000;-42.48084000;3137700;33;431.92
1205;Chalé;11;-20.04359000;-41.68998000;3116001;33;212.67
1206;São José do Mantimento;11;-20.00390000;-41.74596000;3163607;33;54.70
1207;Varginha;11;-21.58934000;-45.44156000;3170701;35;395.40
1208;Elói Mendes;11;-21.61008000;-45.56880000;3123601;35;499.54
1209;Monte Belo;11;-21.33106000;-46.36768000;3143005;35;421.28
1210;Paraguaçu;11;-21.54948000;-45.73621000;3147204;35;424.30
1211;Alfenas;11;-21.42108000;-45.94704000;3101607;35;850.45
1212;Areado;11;-21.35718000;-46.15240000;3104304;35;283.12
1213;Divisa Nova;11;-15.36091000;-42.96006000;3122405;35;216.96
1214;Serrania;11;-21.55061000;-46.05255000;3166907;35;209.27
1215;Fama;11;-21.40714000;-45.82984000;3125200;35;86.02
1216;Alterosa;11;-21.25613000;-46.14348000;3102001;35;362.01
1217;Conceição da Aparecida;11;-21.09709000;-46.19824000;3117108;35;352.52
1218;Carmo do Rio Claro;11;-20.97113000;-46.12433000;3114402;35;1065.69
1219;Campos Gerais;11;-21.23798000;-45.76180000;3111606;35;769.50
1220;Campo do Meio;11;-21.10959000;-45.82942000;3111309;35;275.43
1221;Boa Esperança;11;-21.09484000;-45.55811000;3107109;35;860.67
1222;Ilicínea;11;-20.93935000;-45.82723000;3130507;35;376.34
1223;Guapé;11;-20.08908000;-45.29516000;3128105;35;934.35
1224;Três Pontas;11;-21.36835000;-45.51251000;3169406;35;689.79
1225;Santana da Vargem;11;-21.24977000;-45.50715000;3158300;35;172.44
1226;Lavras;11;-21.25270090;-44.98643810;3138203;35;564.74
1227;Itumirim;11;-21.28245000;-44.76427000;3134301;35;234.80
1228;Ingaí;11;-21.40294000;-44.92070000;3130804;35;305.59
1229;Ijaci;11;-21.17425000;-44.92372000;3130408;35;105.25
1230;Bom Sucesso;11;-21.02918000;-44.75648000;3108008;35;705.05
1231;Ibituruna;11;-21.15216000;-44.74966000;3130002;35;153.11
1232;Carmo da Cachoeira;11;-21.45523000;-45.21639000;3113909;35;506.33
1233;Coqueiral;11;-21.17665000;-45.36899000;3118700;35;296.16
1234;Luminárias;11;-21.51485000;-44.90344000;3138708;35;500.14
1235;Carrancas;11;-21.49010000;-44.64501000;3114600;35;727.89
1236;Nepomuceno;11;-21.23421000;-45.23558000;3144607;35;407.43
1237;Perdões;11;-21.09217000;-45.08891000;3149903;35;270.66
1238;Santo Antônio do Amparo;11;-20.94981000;-44.91514000;3159902;35;488.89
1239;Ribeirão Vermelho;11;-21.19048000;-45.06169000;3154705;35;49.25
1240;Cana Verde;11;-21.02111000;-45.18062000;3111903;35;212.72
1241;Campo Belo;11;-20.89367000;-45.26970000;3111200;35;528.23
1242;Aguanil;11;-17.74072000;-46.17492000;3100807;35;232.09
1243;Cristais;11;-20.72145000;-46.63742000;3120201;35;628.43
1244;Santana do Jacaré;11;-20.90081000;-45.13010000;3158805;35;106.17
1245;Candeias;11;-20.77351000;-45.27124000;3112000;35;720.51
1246;Andrelândia;11;-21.73992000;-44.31090000;3102803;35;1005.29
1247;Madre de Deus de Minas;11;-21.48491000;-44.32317000;3139102;32;492.91
1248;Bom Jardim de Minas;11;-21.94763000;-44.18884000;3107505;32;412.02
1249;Passa Vinte;11;-22.21075000;-44.23345000;3147808;34;4523.96
1250;Bocaina de Minas;11;-22.16803000;-44.39648000;3107208;32;503.77
1251;Liberdade;11;-22.02743000;-44.32091000;3138500;32;401.34
1252;Arantina;11;-21.91195000;-44.25451000;3103603;32;89.42
1253;São Vicente de Minas;11;-21.70300000;-44.44355000;3165305;35;392.65
1254;Campanha;11;-21.83410000;-45.40135000;3110905;35;335.59
1255;Monsenhor Paulo;11;-21.75788000;-45.53774000;3142601;35;216.54
1256;São Bento Abade;11;-21.58310000;-45.07490000;3160801;35;80.40
1257;São Thomé das Letras;11;-21.72227000;-44.98655000;3165206;35;369.75
1258;Três Corações;11;-21.69941000;-45.23663000;3169307;35;828.04
1259;Cambuquira;11;-21.85324000;-45.29832000;3110707;35;246.38
1260;Conceição do Rio Verde;11;-21.87777000;-45.09065000;3117702;35;369.68
1261;Caxambu;11;-21.98134000;-44.93462000;3115508;35;100.48
1262;Baependi;11;-21.95885000;-44.88831000;3104908;35;750.55
1263;Cruzília;11;-21.83889000;-44.80771000;3120805;35;522.42
1264;Minduri;11;-21.68039000;-44.60389000;3141900;35;219.77
1265;Aiuruoca;11;-21.97593000;-44.60351000;3101201;35;649.68
1266;Serranos;11;-19.96219000;-44.18804000;3167004;35;213.17
1267;Seritinga;11;-21.90962000;-44.51795000;3166402;35;114.77
1268;Carvalhos;11;-21.99859000;-44.46380000;3114808;35;282.25
1269;Alagoa;11;-22.17035000;-44.63912000;3101300;35;1340.25
1270;Passa Quatro;11;-22.41600380;-44.97765360;3147600;35;277.22
1271;Itanhandu;11;-22.29803000;-44.93716000;3133105;35;143.36
1272;Virgínia;11;-22.32800000;-45.09839000;3171709;35;326.52
1273;Itamonte;11;-22.28585000;-44.87058000;3133006;35;431.79
1274;São Sebastião do Rio Verde;11;-22.21824000;-44.97765000;3164902;35;90.85
1275;Pouso Alto;11;-22.19638000;-44.97230000;3152600;35;263.03
1276;São Lourenço;11;-22.11631000;-45.05583000;3163706;35;58.02
1277;Carmo de Minas;11;-22.12294000;-45.13131000;3114105;35;322.29
1278;Dom Viçoso;11;-22.25322000;-45.16171000;3122801;35;113.92
1279;Cristina;11;-22.21023000;-45.26369000;3120508;35;311.33
1280;Soledade de Minas;11;-22.05941000;-45.04386000;3167806;35;196.87
1281;Lambari;11;-21.96746000;-45.34745000;3137809;35;213.11
1282;Heliodora;11;-22.06510000;-45.54254000;3129202;35;153.95
1283;Jesuânia;11;-21.99855000;-45.29036000;3135902;35;153.85
1284;Olímpio Noronha;11;-22.06905000;-45.26318000;3145505;35;54.63
1285;São Gonçalo do Sapucaí;11;-18.86773530;-48.26225480;3162005;35;516.68
1286;Turvolândia;11;-21.87480000;-45.78742000;3169802;35;221.00
1287;Cordislândia;11;-21.79268000;-45.70246000;3119005;35;179.54
1288;Itajubá;11;-22.41793000;-45.44851000;3132404;35;294.84
1289;Pouso Alegre;11;-22.23967000;-45.96819000;3152501;35;542.80
1290;Piranguinho;11;-22.40330000;-45.53433000;3151008;35;124.80
1291;São José do Alegre;11;-22.33134000;-45.52714000;3163201;35;88.79
1292;Piranguçu;11;-22.52539000;-45.49613000;3150901;35;203.62
1293;Wenceslau Braz;11;-22.53515000;-45.36077000;3172202;35;102.49
1294;Delfim Moreira;11;-22.50549000;-45.28666000;3121100;35;408.47
1295;Marmelópolis;11;-22.44985000;-45.16527000;3140407;35;107.90
1296;Maria da Fé;11;-22.30691000;-45.37495000;3139904;35;202.90
1297;Pedralva;11;-22.24655000;-45.46716000;3149101;35;217.99
1298;Natércia;11;-22.12030000;-45.51330000;3144409;35;188.72
1299;Conceição das Pedras;11;-22.15940000;-45.45407000;3117207;35;102.21
1300;Brazópolis;11;-22.55141000;-45.78051000;3108909;35;367.69
1301;Santa Rita do Sapucaí;11;-22.24998000;-45.71055000;3159605;35;352.97
1302;Estiva;11;-22.46285210;-46.01927860;3124500;35;243.87
1303;Cachoeira de Minas;11;-22.35528000;-45.77889000;3109709;35;304.24
1304;Conceição dos Ouros;11;-22.41205000;-45.79706000;3117801;35;180.24
1305;Tocos do Moji;11;-22.37056000;-46.09864000;3169059;35;114.71
1306;Borda da Mata;11;-22.27381000;-46.16522000;3108305;35;301.11
1307;Espírito Santo do Dourado;11;-22.04874000;-45.94952000;3124401;35;263.88
1308;São Sebastião da Bela Vista;11;-22.16111000;-45.75453000;3164407;35;167.43
1309;São João da Mata;11;-21.93277000;-45.92838000;3162302;35;120.54
1310;Ouro Fino;11;-22.28358000;-46.36709000;3146008;35;533.71
1311;Inconfidentes;11;-22.31691000;-46.32798000;3130606;35;149.61
1312;Bueno Brandão;11;-22.44078000;-46.34937000;3109105;35;356.15
1313;Monte Sião;11;-22.43375850;-46.49701160;3143401;35;291.59
1314;Careaçu;11;-22.04546000;-45.69753000;3113602;35;181.01
1315;Congonhal;11;-22.15414000;-46.04249000;3117900;35;205.13
1316;Senador José Bento;11;-22.02522000;-45.84372000;3165800;35;93.89
1317;Ipuiúna;11;-19.93830000;-44.05794000;3131505;35;298.20
1318;Silvianópolis;11;-22.02789710;-45.83895210;3167400;35;312.17
1319;Jacutinga;11;-22.28772000;-46.61340000;3134905;35;420.94
1320;Albertina;11;-22.20002000;-46.61606000;3101409;35;58.01
1321;Cambuí;11;-22.61000000;-46.05827000;3110608;35;244.57
1322;Córrego do Bom Jesus;11;-22.63013000;-46.01891000;3119906;35;123.65
1323;Bom Repouso;11;-22.46760990;-46.15016300;3107901;35;229.85
1324;Senador Amaral;11;-22.58758000;-46.17686000;3165578;35;151.10
1325;Munhoz;11;-22.61299000;-46.36137000;3143807;35;191.56
1326;Toledo;11;-22.74306000;-46.37447000;3169109;35;136.78
1327;Extrema;11;-20.90868000;-46.98907000;3125101;35;244.58
1328;Camanducaia;11;-22.75696000;-46.14447000;3110509;35;528.69
1329;Itapeva;11;-22.76783000;-46.22289000;3133600;35;177.35
1330;Paraisópolis;11;-22.65789120;-45.91648320;3147303;35;331.24
1331;Consolação;11;-22.55205000;-45.92047000;3118502;35;89.12
1332;Gonçalves;11;-22.65847000;-45.85621000;3127404;35;952.06
1412;Araguari;11;-18.63361000;-48.20430000;3103504;34;2729.51
1333;Sapucaí-Mirim;11;-22.74748000;-45.74291000;3165404;35;285.07
1334;Poços de Caldas;11;-21.79016400;-46.55728030;3151800;35;546.67
1335;Botelhos;11;-21.59633000;-46.32121000;3108404;35;334.09
1336;Campestre;11;-21.71253000;-46.24180000;3111002;35;577.84
1337;Bandeira do Sul;11;-21.70941000;-46.24981000;3105301;35;47.27
1338;Machado;11;-21.67465000;-45.91914000;3139003;35;1315.54
1339;Poço Fundo;11;-21.78065000;-45.96719000;3151701;35;474.24
1340;Carvalhópolis;11;-21.77746000;-45.84192000;3114709;35;81.10
1341;Santa Rita de Caldas;11;-22.02855000;-46.33708000;3159209;35;503.01
1342;Caldas;11;-21.64873000;-44.89774000;3110301;35;503.01
1343;Ibitiúra de Minas;11;-22.06059000;-46.44071000;3129905;35;68.32
1344;Andradas;11;-22.16985000;-46.62686000;3102605;35;469.40
1345;Guaxupé;11;-21.30810000;-46.71276000;3128709;35;286.40
1346;Juruaia;11;-21.25257000;-46.57682000;3136900;35;220.35
1347;Guaranésia;11;-21.30146000;-46.79877000;3128303;35;294.83
1348;Arceburgo;11;-21.36493000;-46.93967000;3104106;35;162.88
1349;São Pedro da União;11;-21.12796000;-46.61712000;3163904;35;260.83
1350;Nova Resende;11;-21.00952000;-46.40098000;3145109;35;390.15
1351;Cabo Verde;11;-21.42015000;-46.42695000;3109501;35;368.21
1352;Muzambinho;11;-21.36809000;-46.52171000;3144102;35;409.95
1353;Passos;11;-20.72085000;-46.60994000;3147907;35;1338.07
1354;Fortaleza de Minas;11;-20.84820000;-46.71162000;3126307;35;218.79
1355;Delfinópolis;11;-20.34456000;-46.84868000;3121209;35;1378.42
1356;São João Batista do Glória;11;-20.63739000;-46.50511000;3162203;35;547.91
1357;Vargem Bonita;11;-20.32870000;-46.36931000;3170602;37;409.89
1358;Piumhi;11;-20.46797000;-45.96200000;3151503;37;902.47
1359;Doresópolis;11;-20.92349000;-43.61869000;3123403;37;152.91
1360;São Roque de Minas;11;-20.24596000;-46.36341000;3164308;37;2098.87
1361;Capitólio;11;-20.61373580;-46.05045400;3112802;37;521.80
1362;Alpinópolis;11;-20.86053000;-46.38533000;3101904;35;454.75
1363;São José da Barra;11;-20.68572000;-46.33453000;3162948;35;314.25
1364;Bom Jesus da Penha;11;-21.01745000;-46.52112000;3107604;35;208.35
1365;São Sebastião do Paraíso;11;-20.92079000;-46.97448000;3164704;35;814.93
1366;São Tomás de Aquino;11;-20.78312000;-47.09933000;3165107;35;277.93
1367;Jacuí;11;-20.14318000;-44.20108000;3134806;35;409.23
1368;Monte Santo de Minas;11;-21.19347000;-46.96224000;3143203;35;594.63
1369;Pratápolis;11;-21.06772000;-44.08168000;3152907;35;215.52
1370;Itamogi;11;-21.45746000;-43.55176000;3132909;35;243.69
1371;Itaú de Minas;11;-20.74404000;-46.75027000;3133758;35;153.42
1372;Cássia;11;-20.57941000;-46.92496000;3115102;35;665.80
1373;Ibiraci;11;-20.46340000;-47.12249000;3129707;35;562.10
1374;Capetinga;11;-20.61808000;-47.05846000;3112406;35;297.94
1375;Claraval;11;-20.40054000;-47.28451000;3116407;34;227.63
1376;Uberaba;11;-19.74577000;-47.89455000;3170107;34;4523.96
1377;Delta;11;-21.56261000;-45.41949000;3121258;34;102.89
1378;Água Comprida;11;-20.05804180;-48.10740000;3100708;34;492.21
1379;Conceição das Alagoas;11;-19.92251000;-48.37754000;3117306;34;1340.25
1380;Campo Florido;11;-19.76660000;-48.57200000;3111408;34;1264.25
1381;Prata;11;-19.30857000;-48.92675000;3152808;34;743.77
1382;Veríssimo;11;-19.66702000;-48.30816000;3171105;34;1031.82
1383;Nova Ponte;11;-20.41743000;-42.90798000;3145000;34;1111.01
1384;Perdizes;11;-19.34805000;-47.29652000;3149804;34;2451.11
1385;Santa Juliana;11;-16.36086000;-46.89476000;3157708;34;723.78
1386;Pedrinópolis;11;-19.22393000;-47.46237000;3149200;34;357.89
1387;Araxá;11;-19.56556000;-46.93358000;3104007;34;1164.06
1388;Tapira;11;-19.92454000;-46.82214000;3168101;34;407.92
1389;Sacramento;11;-20.38612000;-43.50903000;3156908;34;3073.27
1390;Conquista;11;-19.71670000;-44.60020000;3118205;34;618.36
1391;Frutal;11;-20.02813000;-48.89823000;3127107;34;2426.97
1392;Pirajuba;11;-19.90895000;-48.70301000;3150703;34;337.98
1393;Planura;11;-20.13971000;-48.70109000;3151602;34;317.52
1394;Fronteira;11;-20.30293000;-49.20789000;3127008;34;320.76
1395;Itapagipe;11;-19.89039000;-49.37179000;3133402;34;1802.44
1396;Comendador Gomes;11;-19.69391000;-49.08509000;3116902;34;1041.05
1397;São Francisco de Sales;11;-19.86125000;-49.77107000;3161304;34;1128.86
1398;Campina Verde;11;-19.53531000;-49.48854000;3111101;34;3650.75
1399;Iturama;11;-19.72957000;-50.19461000;3134400;34;1404.66
1400;União de Minas;11;-19.52978000;-50.33555000;3170438;34;1147.41
1401;Carneirinho;11;-19.69783710;-50.68556730;3114550;34;2063.32
1402;Limeira do Oeste;11;-19.55380000;-50.57833000;3138625;34;1319.04
1403;Ituiutaba;11;-18.96862000;-49.46057000;3134202;34;2598.05
1404;Gurinhatã;11;-19.21338000;-49.78328000;3129103;34;1849.14
1405;Santa Vitória;11;-18.81441000;-50.30521000;3159803;34;3001.36
1406;Ipiaçu;11;-18.69130630;-49.94281450;3131406;34;466.02
1407;Capinópolis;11;-18.68299000;-49.57422000;3112604;34;620.72
1408;Cachoeira Dourada;11;-18.51260000;-49.50331000;3109808;34;200.93
1409;Canápolis;11;-18.72476350;-49.20392380;3111804;34;839.74
1410;Centralina;11;-18.59188000;-49.19425000;3115805;34;327.19
1413;Cascalho Rico;11;-18.58094000;-47.86619000;3115003;34;367.31
1414;Araporã;11;-18.44000000;-49.18681000;3103751;34;295.84
1415;Grupiara;11;-18.49801000;-47.72305000;3127909;34;193.14
1416;Monte Alegre de Minas;11;-18.86931000;-48.87729000;3142809;34;2595.96
1417;Tupaciguara;11;-18.59544000;-48.70192000;3169604;34;1823.96
1418;Indianópolis;11;-19.03808000;-47.91593000;3130705;34;830.03
1419;Monte Carmelo;11;-18.73198000;-47.50044000;3143104;34;1343.04
1420;Iraí de Minas;11;-21.75841000;-43.34230000;3131604;34;356.26
1421;Romaria;11;-18.88509000;-47.58257000;3156403;34;407.56
1422;Estrela do Sul;11;-18.69181000;-47.80000000;3124807;34;822.45
1423;Douradoquara;11;-18.43314000;-47.60926000;3123502;34;312.88
1424;Abadia dos Dourados;11;-18.48787000;-47.40379000;3100104;34;881.06
1425;Coromandel;11;-18.69713000;-47.16826000;3119302;34;3313.12
1426;Guarda-Mor;11;-17.77058000;-47.08835000;3128600;38;2069.79
1427;Paracatu;11;-17.23841160;-46.85812650;3147006;38;8229.60
1428;Unaí;11;-16.35882000;-46.89901000;3170404;38;8448.08
1429;Cabeceira Grande;11;-16.03389000;-47.08657000;3109451;38;1031.41
1430;Uruana de Minas;11;-16.06014810;-46.32409510;3170479;38;598.22
1431;Riachinho;11;-16.18897000;-40.68857000;3154457;38;1719.27
1432;Bonfinópolis de Minas;11;-16.56561000;-45.98660000;3108206;38;1850.49
1433;Dom Bosco;11;-16.65143000;-46.26938000;3122470;38;817.38
1434;Natalândia;11;-16.50791000;-46.49281000;3144375;38;468.66
1435;Buritis;11;-15.62406000;-46.42496000;3109303;38;5225.19
1436;Arinos;11;-16.16516280;-46.10399760;3104502;38;5279.42
1437;Formoso;11;-19.96720000;-43.93905000;3126208;38;385.55
1438;Patos de Minas;11;-18.59926000;-46.51909000;3148004;34;3190.19
1439;Lagoa Formosa;11;-18.77823000;-46.40618000;3137502;34;840.92
1440;Guimarânia;11;-18.84538000;-46.79384000;3128907;34;366.83
1441;Cruzeiro da Fortaleza;11;-18.94691000;-46.67296000;3120706;34;187.72
1442;Patrocínio;11;-18.94369000;-46.98375000;3148103;34;108.25
1443;Presidente Olegário;11;-18.41557000;-46.41892000;3153400;34;3503.74
1444;Lagoa Grande;11;-17.83708000;-46.51998000;3137536;34;1236.30
1445;Serra do Salitre;11;-19.10463000;-46.67745000;3166808;34;1295.27
1446;João Pinheiro;11;-17.74072000;-46.17492000;3136306;38;10727.47
1447;Brasilândia de Minas;11;-17.00924000;-46.01194000;3108552;38;2509.69
1448;Vazante;11;-17.98872000;-46.90198000;3171006;34;1913.40
1449;Lagamar;11;-19.95383000;-43.94421000;3137106;34;1474.56
1450;São Gonçalo do Abaeté;11;-18.34068000;-45.83458000;3161700;38;2692.17
1451;Varjão de Minas;11;-18.37671000;-46.03199000;3170750;38;651.61
1452;São Gotardo;11;-21.13698000;-44.27160000;3162104;34;866.09
1453;Santa Rosa da Serra;11;-19.52778000;-45.96628000;3159704;34;284.33
1454;Rio Paranaíba;11;-19.19141000;-46.24925000;3155504;34;1352.35
1455;Carmo do Paranaíba;11;-18.99751000;-46.31005000;3114303;34;1307.86
1456;Arapuá;11;-19.03799000;-46.15077000;3103801;34;173.89
1457;Matutina;11;-19.21795000;-45.96656000;3141207;34;260.96
1458;Tiros;11;-19.00400000;-45.96348000;3168903;34;2091.77
1459;Bambuí;11;-20.01682000;-45.97968000;3105103;37;1455.82
1460;Iguatama;11;-20.17522000;-45.70896000;3130309;37;628.20
1461;Medeiros;11;-19.98985000;-46.21729000;3141306;37;946.44
1462;Ibiá;11;-19.84178000;-42.77509000;3129509;34;874.76
1463;Pratinha;11;-19.75194000;-46.37994000;3153004;34;622.48
1464;Campos Altos;11;-19.69741000;-46.16945000;3111507;37;710.65
1465;Tapiraí;11;-19.89744580;-46.16907760;3168200;37;407.92
1466;Córrego Danta;11;-19.82381550;-45.90427500;3119807;37;657.43
1467;Diamantina;11;-17.65268000;-43.32050000;3121605;38;3891.66
1468;Gouveia;11;-20.92601000;-43.10991000;3127602;38;866.60
1469;Datas;11;-19.11899000;-41.40102000;3121001;38;310.10
1470;Presidente Kubitschek;11;-18.61490000;-43.56470000;3153301;38;189.24
1471;Alvorada de Minas;11;-18.73375000;-43.36435000;3102407;31;374.01
1472;Serro;11;-18.56421000;-43.52635000;3167103;38;1217.81
1473;Santo Antônio do Itambé;11;-18.46491000;-43.30266000;3160207;33;305.74
1474;Serra Azul de Minas;11;-18.36062000;-43.16717000;3166501;38;218.60
1475;Rio Vermelho;11;-18.29323000;-43.00852000;3156007;33;986.56
1476;Felício dos Santos;11;-18.07611000;-43.24354000;3125408;38;357.62
1477;São Gonçalo do Rio Preto;11;-18.00445000;-43.38199000;3125507;38;314.46
1478;Couto de Magalhães de Minas;11;-18.07258170;-43.42594200;3120102;38;485.65
1479;Senador Modestino Gonçalves;11;-17.94754520;-43.22274260;3165909;38;952.06
1480;Corinto;11;-18.36574000;-44.45839000;3119104;38;2525.40
